ID	Gene Ontology Molecular Function
97136_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0003779 // actin binding // inferred from direct assay /// 0004674 // protein serine/threonine kinase activity // inferred from electronic annotation /// 0004872 // receptor activity // inferred from electronic annotation /// 0005216 // ion channel activity // inferred from electronic annotation /// 0005262 // calcium channel activity // inferred from direct assay /// 0005262 // calcium channel activity // inferred from electronic annotation /// 0005509 // calcium ion binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from sequence or structural similarity /// 0005524 // ATP binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from direct assay /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0017022 // myosin binding // inferred from direct assay /// 0046872 // metal ion binding // inferred from electronic annotation
97137_at	
97138_at	
97139_at	
97140_at	
97141_s_at	
97142_at	
97143_at	
97144_at	
97145_at	
97146_g_at	
97147_at	
97148_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0003774 // motor activity // inferred from electronic annotation /// 0003777 // microtubule motor activity // inferred from sequence or structural similarity /// 0003777 // microtubule motor activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation
97149_at	0003677 // DNA binding // inferred from electronic annotation /// 0003700 // transcription factor activity // inferred from electronic annotation /// 0030528 // transcription regulator activity // inferred from electronic annotation /// 0043565 // sequence-specific DNA binding // inferred from electronic annotation
97150_at	0008508 // bile acid:sodium symporter activity // inferred from electronic annotation /// 0015293 // symporter activity // inferred from electronic annotation /// 0031402 // sodium ion binding // inferred from electronic annotation
97151_at	0004871 // signal transducer activity // inferred from electronic annotation /// 0004872 // receptor activity // inferred from electronic annotation /// 0004930 // G-protein coupled receptor activity // inferred from electronic annotation
97152_at	
97153_at	0005179 // hormone activity // inferred from electronic annotation /// 0008083 // growth factor activity // inferred from electronic annotation
97154_f_at	0003676 // nucleic acid binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
97155_at	0005102 // receptor binding // inferred from physical interaction /// 0005125 // cytokine activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008083 // growth factor activity // inferred from electronic annotation
97156_at	0003677 // DNA binding // inferred from electronic annotation /// 0030528 // transcription regulator activity // inferred from electronic annotation
97157_at	0003677 // DNA binding // inferred from direct assay /// 0003677 // DNA binding // inferred from electronic annotation /// 0003700 // transcription factor activity // inferred from direct assay /// 0003700 // transcription factor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0008134 // transcription factor binding // inferred from direct assay /// 0016563 // transcription activator activity // inferred from direct assay /// 0030528 // transcription regulator activity // inferred from electronic annotation /// 0043565 // sequence-specific DNA binding // inferred from electronic annotation
97158_at	
97159_at	0003677 // DNA binding // inferred from electronic annotation /// 0005488 // binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0045182 // translation regulator activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
97160_at	0005507 // copper ion binding // inferred from electronic annotation /// 0005509 // calcium ion binding // inferred from electronic annotation /// 0050840 // extracellular matrix binding // inferred from direct assay
97161_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation
97162_at	
97163_g_at	0003677 // DNA binding // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation
97164_at	
97165_r_at	
97166_at	0004518 // nuclease activity // inferred from electronic annotation /// 0004519 // endonuclease activity // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
