Probe Set ID	Gene Title	Gene Symbol	UniGene ID	Chromosomal Location
229837_s_at	Potassium channel tetramerisation domain containing 5	KCTD5	Hs.61960	chr16p13.3
229838_at	nucleobindin 2	NUCB2	Hs.654599	chr11p15.1-p14
229839_at	"Scavenger receptor class A, member 5 (putative)"	SCARA5	Hs.591833	chr8p21.1
229840_at	IQ motif and Sec7 domain 2	IQSEC2	Hs.496138	chrXp11.22
229841_at	---	---	Hs.600101	---
229842_at	"E74-like factor 3 (ets domain transcription factor, epithelial-specific )"	ELF3	Hs.67928	chr1q32.2
229843_at	"Family with sequence similarity 82, member B"	FAM82B	Hs.145386	chr8q21.3
229844_at	---	---	Hs.59368	---
229845_at	mitogen-activated protein kinase associated protein 1	MAPKAP1	Hs.495138	chr9q33.3
229846_s_at	mitogen-activated protein kinase associated protein 1	MAPKAP1	Hs.495138	chr9q33.3
229847_at	Mitogen-activated protein kinase 1	MAPK1	Hs.431850	chr22q11.2|22q11.21
229848_at	zinc finger protein 10	ZNF10	Hs.507355	chr12q24.33
229849_at	---	---	Hs.380698	---
229850_at	3-ketodihydrosphingosine reductase	KDSR	Hs.74050	chr18q21.3
229851_s_at	chromosome 11 open reading frame 54	C11orf54	Hs.8360	chr11q21
229852_at	nicotinamide nucleotide adenylyltransferase 1	NMNAT1	Hs.633762	chr1p32-p35
229853_at	Kallmann syndrome 1 sequence	KAL1	Hs.521869	chrXp22.32
229854_at	"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"	OBSCN	Hs.656999	chr1q42.13
229855_at	ring finger protein 34	RNF34	Hs.292804	chr12q24.31
229856_s_at	Chromosome 1 open reading frame 128	C1orf128	Hs.31819	chr1p36.11
229857_s_at	Hypothetical protein LOC644246	LOC644246	Hs.644600	chr17q21.31
229858_at	---	---	Hs.655397	---
229859_at	---	---	Hs.666431	---
229860_x_at	hypothetical LOC401115	LOC401115	Hs.446474	chr4p16.3
229861_at	---	---	Hs.556108	---
229862_x_at	zinc finger and BTB domain containing 45	ZBTB45	Hs.515662	chr19q13.43
229863_s_at	transmembrane protein 103	TMEM103	Hs.311100	chr3p21.31
229864_at	Transmembrane protein 103	TMEM103	Hs.311100	chr3p21.31
229865_at	fibronectin type III domain containing 3B	FNDC3B	Hs.159430	chr3q26.31
229866_at	---	---	Hs.633518	---
229867_at	BTB (POZ) domain containing 9	BTBD9	Hs.654635	chr6p21
229868_s_at	Growth differentiation factor 15	GDF15	Hs.616962	chr19p13.11
229869_at	---	---	Hs.444781	---
229870_at	Hypothetical protein LOC644656	LOC644656	Hs.597846	chr11p15.4
229871_at	sterile alpha motif domain containing 4B	SAMD4B	Hs.612332	chr19q13.2
229872_s_at	hypothetical protein LOC100132999	LOC100132999	---	chr1q21.1
229873_at	potassium channel tetramerisation domain containing 21	KCTD21	Hs.528439	chr11q14.1
229874_x_at	---	---	Hs.465405	---
229875_at	"zinc finger, DHHC-type containing 22"	ZDHHC22	Hs.525485	chr14q24.3
229876_at	"phosphorylase kinase, alpha 1 (muscle)"	PHKA1	Hs.201379	chrXq12-q13
229877_at	Neogenin homolog 1 (chicken)	NEO1	Hs.713555	chr15q22.3-q23
229878_at	KIAA1731	KIAA1731	Hs.458418	chr11q21
229879_at	---	---	Hs.655322	---
229880_at	hypothetical LOC643517	LOC643517	Hs.570180	chr2p25.3
229881_at	Kruppel-like factor 12	KLF12	Hs.373857	chr13q22
229882_at	ribosomal protein S15a	RPS15A	Hs.370504	chr16p
229883_at	"glutamate receptor, ionotropic, N-methyl D-aspartate 2D"	GRIN2D	Hs.445015	chr19q13.1-qter
229884_s_at	mitochondrial ribosomal protein L2	MRPL2	Hs.55041	chr6p21.3
229885_at	---	---	Hs.572073	---
229886_at	chromosome 5 open reading frame 34	C5orf34	Hs.661641	chr5p12
229887_at	ALS2 C-terminal like	ALS2CL	Hs.517937	chr3p21.31
229888_at	chromosome 12 open reading frame 60	C12orf60	Hs.659951	chr12p12.3
229889_at	chromosome 17 open reading frame 76	C17orf76	Hs.25425	chr17p11.2
229890_at	proline-rich transmembrane protein 1	PRRT1	Hs.699821	chr6p21.32
229891_x_at	KIAA1704	KIAA1704	Hs.507922	chr13q13-q14
229892_at	EP400 N-terminal like	EP400NL	Hs.122115	chr12q24.33
229893_at	FERM domain containing 3	FRMD3	Hs.709357	chr9q21.32
229894_s_at	"RAB43, member RAS oncogene family"	RAB43	Hs.709807	chr3q21.3
229895_s_at	NCK adaptor protein 1	NCK1	Hs.477693	chr3q21
229896_at	---	---	Hs.654772	---
229897_at	Zinc finger protein 641	ZNF641	Hs.23492	chr12q13.11
229898_at	---	---	Hs.536411	---
229899_s_at	chromosome 20 open reading frame 199	C20orf199	Hs.356766	chr20q13.13
229900_at	CD109 molecule	CD109	Hs.399891	chr6q13
229901_at	zinc finger protein 488	ZNF488	Hs.27788	chr10q11.22
229902_at	fms-related tyrosine kinase 4	FLT4	Hs.646917	chr5q35.3
229903_x_at	"RNA-binding region (RNP1, RRM) containing 3"	RNPC3	Hs.632430	chr1p21
229904_at	---	---	Hs.656759	---
229905_at	"RAP1, GTP-GDP dissociation stimulator 1"	RAP1GDS1	Hs.132858	chr4q23-q25
229906_at	armadillo repeat containing 7	ARMC7	Hs.413047	chr17q25.1
229907_at	---	---	Hs.369009	---
229908_s_at	unkempt homolog (Drosophila)-like	UNKL	Hs.643536	chr16p13.3
229909_at	"beta-1,4-N-acetyl-galactosaminyl transferase 3"	B4GALNT3	Hs.504416	chr12p13.33
229910_at	Src homology 2 domain containing E	SHE	Hs.591481	chr1q21.3
229911_at	tropomyosin 2 (beta)	TPM2	Hs.300772	chr9p13.2-p13.1
229912_at	"sidekick homolog 1, cell adhesion molecule (chicken)"	SDK1	Hs.653013	chr7p22.2
229913_at	chromosome 7 open reading frame 61	C7orf61	Hs.632306	chr7q22.1
229914_at	FLJ38717 protein	FLJ38717	Hs.656652	chr6p21.1
229915_at	"family with sequence similarity 26, member F"	FAM26F	Hs.381220	chr6q22.1
229916_at	ectonucleotide pyrophosphatase/phosphodiesterase 6	ENPP6	Hs.297814	chr4q35.1
229917_at	---	---	Hs.632854	---
229918_at	coiled-coil domain containing 40	CCDC40	Hs.202542	chr17q25.3
229919_at	---	---	Hs.592660	---
229920_at	---	---	Hs.29546	---
229921_at	---	---	Hs.713130	---
229922_at	G protein regulated inducer of neurite outgrowth 1	GPRIN1	Hs.150549	chr5q35.2
229923_at	"zinc finger, DHHC-type containing 21"	ZDHHC21	Hs.649522	chr9p22.3
229924_s_at	---	---	Hs.713934	---
229925_at	"solute carrier family 6, member 17"	SLC6A17	Hs.128382	chr1p13.3
229926_at	---	---	Hs.47068	---
229927_at	LEM domain containing 1	LEMD1	Hs.655520	chr1q32.1
229928_at	---	---	---	---
229929_at	splA/ryanodine receptor domain and SOCS box containing 4	SPSB4	Hs.655112	chr3q23
229930_at	similar to hCG1811002	LOC100134361	---	---
229931_at	Zinc finger protein 775	ZNF775	Hs.709639	chr7q36.1
229932_at	Ring finger protein 181	RNF181	Hs.356187	chr2p11.2
229933_at	chromosome 1 open reading frame 74	C1orf74	Hs.497642	chr1q32.2
229934_at	---	---	Hs.38218	---
229935_s_at	"Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)"	MLL	Hs.258855	chr11q23
229936_at	GDNF family receptor alpha 3	GFRA3	Hs.58042	chr5q31.1-q31.3
229937_x_at	"Leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1"	LILRB1	Hs.667388	chr19q13.4
229938_at	Hypothetical gene supported by BC052596	LOC388564	Hs.534672	chr19q13.42
229939_at	---	---	Hs.656282	---
229940_at	SET domain containing 3	SETD3	Hs.510407	chr14q32.2
229941_at	"family with sequence similarity 166, member B"	FAM166B	Hs.98959	chr9p13.3
229942_at	basonuclin 2	BNC2	Hs.656581	chr9p22.3-p22.2
229943_at	tripartite motif-containing 13	TRIM13	Hs.436922	chr13q14
229944_at	"opioid receptor, kappa 1"	OPRK1	Hs.106795	chr8q11.2
229945_at	Hypothetical protein LOC100132129	CYHR1	Hs.598583	chr8q24.3
229946_at	"family with sequence similarity 168, member B"	FAM168B	Hs.534679	chr2q21.1
229947_at	peptidase inhibitor 15	PI15	Hs.98558	chr8q21.11
229948_at	---	---	Hs.128387	---
229949_at	---	---	Hs.549079	---
229950_s_at	---	---	---	---
229951_x_at	---	---	Hs.654918	---
229952_at	---	---	Hs.660389	---
229953_x_at	Leber congenital amaurosis 5	LCA5	Hs.21945	chr6q14.1
229954_at	---	---	Hs.709573	---
229955_at	F-box protein 3	FBXO3	Hs.406787	chr11p13
229956_at	"nuclear receptor subfamily 2, group C, member 1"	NR2C1	Hs.108301	chr12q22
229957_at	"branched chain keto acid dehydrogenase E1, alpha polypeptide /// transmembrane protein 91"	BCKDHA /// TMEM91	Hs.709417	chr19q13.1-q13.2 /// chr19q13.2
229958_at	"ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)"	CLN8	Hs.127675	chr8p23
229959_at	"Cytochrome P450, family 4, subfamily V, polypeptide 2"	CYP4V2	Hs.714764	chr4q35.2
229960_at	mitogen-activated protein kinase kinase kinase 6	MAP3K6	Hs.194694	chr1p36.11
229961_x_at	YjeF N-terminal domain containing 3	YJEFN3	Hs.710444	chr19p13.11
229962_at	"leucine rich repeat containing 37, member A3"	LRRC37A3	Hs.551962	chr17q24.1
229963_at	BEX family member 5	BEX5	Hs.47209	chrXq22.1
229964_at	chromosome 9 open reading frame 152	C9orf152	Hs.125608	chr9q31.3
229965_at	---	---	Hs.660169	---
229966_at	Ewing sarcoma breakpoint region 1	EWSR1	Hs.374477	chr22q12.2
229967_at	CKLF-like MARVEL transmembrane domain containing 2	CMTM2	Hs.195685	chr16q21
229968_at	---	---	Hs.659564	---
229969_at	SEC63 homolog (S. cerevisiae)	SEC63	Hs.26904	chr6q21
229970_at	kelch repeat and BTB (POZ) domain containing 7	KBTBD7	Hs.63841	chr13q14.11
229971_at	G protein-coupled receptor 114	GPR114	Hs.187884	chr16q13
229972_at	---	---	Hs.521338	---
229973_at	chromosome 1 open reading frame 173	C1orf173	Hs.531182	chr1p31.1
229974_at	Ellis van Creveld syndrome 2	EVC2	Hs.87306	chr4p16.2-p16.1
229975_at	"bone morphogenetic protein receptor, type IB"	BMPR1B	Hs.598475	chr4q22-q24
229976_at	MORN repeat containing 5	MORN5	Hs.71428	chr9q33.2
229977_at	Rhabdoid tumor deletion region gene 1	RTDR1	Hs.526920	chr22q11.2
229978_at	hypothetical gene supported by AJ002784	LOC440338	Hs.130661	chr16p13.12
229979_x_at	---	---	Hs.635037	---
229980_s_at	sorting nexin 5	SNX5	Hs.316890	chr20p11
229981_at	sorting nexin 5	SNX5	Hs.316890	chr20p11
229982_at	glutamine and serine rich 1	QSER1	Hs.369368	chr11p13
229983_at	tigger transposable element derived 2	TIGD2	Hs.58924	chr4q22.1
229984_at	---	---	Hs.645706	---
229985_at	Butyrophilin-like 9	BTNL9	Hs.546502	chr5q35.3
229986_at	---	---	---	---
229987_at	---	---	Hs.678564	---
229988_at	---	---	Hs.655724	---
229989_at	hypothetical protein BC006136	hCG_2033039	Hs.697132	chr11q23.1
229990_at	hypothetical LOC641467	LOC641467	Hs.643705	---
229991_s_at	Synaptotagmin-like 4	SYTL4	Hs.592224	chrXq21.33
229992_at	hypothetical LOC149837 /// hypothetical protein LOC643406	LOC149837 /// LOC643406	Hs.709473	chr20p12.3
229993_at	"Zinc finger, CCHC domain containing 3"	ZCCHC3	Hs.28608	chr20p13-p12.2
229994_at	---	---	Hs.594180	---
229995_at	syncollin	SYCN	Hs.124123	chr19q13.2
229996_s_at	Polycomb group ring finger 5	PCGF5	Hs.500512	chr10q23.32
229997_at	"vang-like 1 (van gogh, Drosophila)"	VANGL1	Hs.515130	chr1p11-p13.1
229998_x_at	"Family with sequence similarity 176, member B"	FAM176B	Hs.87016	chr1p34.3
229999_at	Similar to RB28	LOC100128416	Hs.709312	chrXq26.3
230000_at	ring finger protein 213	RNF213	Hs.195642	chr17q25.3
230001_at	membrane-associated ring finger (C3HC4) 9	9-Mar	Hs.632709	chr12q14.1
230002_at	Chloride channel CLIC-like 1	CLCC1	Hs.658489	chr1p13.3
230003_at	---	---	Hs.88156	---
230004_at	ubiquitin specific peptidase 24	USP24	Hs.477009	chr1p32.3
230005_at	small VCP/p97-interacting protein	SVIP	Hs.349096	chr11p14.2
230006_s_at	small VCP/p97-interacting protein	SVIP	Hs.349096	chr11p14.2
230007_at	jumonji domain containing 1C	JMJD1C	Hs.413416	chr10q21.2-q21.3
230008_at	"thrombospondin, type I, domain containing 7A"	THSD7A	Hs.648482	chr7p21.3
230009_at	"family with sequence similarity 118, member B"	FAM118B	Hs.276315	chr11q24.2
230010_at	KIAA1853	KIAA1853	Hs.112577	chr12q24.23
230011_at	meiosis inhibitor 1	MEI1	Hs.116419	chr22q13.2
230012_at	chromosome 17 open reading frame 44	C17orf44	Hs.121692	chr17p13.1
230013_s_at	Rho GTPase activating protein 23	ARHGAP23	Hs.374446	chr17q12
230014_at	---	---	Hs.665568	---
230015_at	progressive rod-cone degeneration	PRCD	Hs.634380	chr17q25.1
230016_at	chromosome 8 open reading frame 38	C8orf38	Hs.435500	chr8q22.1
230017_at	---	---	Hs.63311	---
230018_at	dipeptidyl-peptidase 9	DPP9	Hs.515081	chr19p13.3
230019_s_at	patched domain containing 2	PTCHD2	Hs.202355	chr1p36.22
230020_at	---	---	Hs.655046	---
230021_at	chromosome 15 open reading frame 42	C15orf42	Hs.441708	chr15q26.1
230022_at	secretory protein LOC348174	LOC348174	Hs.592064	chr16q22.1
230023_at	"NOL1/NOP2/Sun domain family, member 4"	NSUN4	Hs.163424	chr1p34
230024_at	"alanyl-tRNA synthetase 2, mitochondrial (putative)"	AARS2	Hs.158381	chr6p21.1
230025_at	"gap junction protein, delta 3, 31.9kDa"	GJD3	Hs.444663	chr17q21.2
230026_at	mitochondrial ribosomal protein L43	MRPL43	Hs.421848	chr10q24.31
230027_s_at	mitochondrial ribosomal protein L43	MRPL43	Hs.421848	chr10q24.31
230028_at	KIAA0907	KIAA0907	Hs.24656	chr1q22
230029_x_at	ubiquitin protein ligase E3 component n-recognin 3 (putative)	UBR3	Hs.379548	chr2q31.1
230030_at	heparan sulfate 6-O-sulfotransferase 2	HS6ST2	Hs.385956	chrXq26.2
230031_at	"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)"	HSPA5	Hs.605502	chr9q33-q34.1
230032_at	O-sialoglycoprotein endopeptidase-like 1	OSGEPL1	---	chr2q32.2
230033_at	chromosome 19 open reading frame 51	C19orf51	Hs.351582	chr19q13.4
230034_x_at	hypothetical protein LOC100129015	LOC100129015	Hs.709896	chr9q34.3
230035_at	Boc homolog (mouse)	BOC	Hs.591318	chr3q13.2
230036_at	sterile alpha motif domain containing 9-like	SAMD9L	Hs.489118	chr7q21.2-q21.3
230037_at	similar to anaphase promoting complex subunit 1	LOC100133898	---	---
230038_at	ataxin 7-like 2	ATXN7L2	Hs.118248	chr1p13.3
230039_at	---	---	---	---
230040_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 18"	ADAMTS18	Hs.188746	chr16q23
230041_at	---	---	Hs.646363	---
230042_at	---	---	Hs.90221	---
230043_at	"mucin 20, cell surface associated"	MUC20	Hs.599259	chr3q29
230044_at	Neuropeptide B	NPB	Hs.585089	chr17q25.3
230045_at	contactin 2 (axonal)	CNTN2	Hs.519220	chr1q32.1
230046_at	---	---	Hs.196011	---
230047_at	hypothetical protein FLJ32810	FLJ32810	Hs.709499	chr11q22.1
230048_at	---	---	Hs.664153	---
230049_at	"TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa"	TAF6L	Hs.714400	chr11q12.3
230050_at	BTB (POZ) domain containing 14A	BTBD14A	Hs.112895	chr9q34.3
230051_at	chromosome 10 open reading frame 47	C10orf47	Hs.435775	chr10p14
230052_s_at	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta"	NFKBID	Hs.466531	chr19q13.12
230053_at	---	---	Hs.44811	---
230054_at	hypothetical protein LOC100133352	LOC100133352	---	---
230055_at	KH homology domain containing 1	KHDC1	Hs.433062	chr6q13
230056_at	bromodomain PHD finger transcription factor	BPTF	Hs.444200	chr17q24.3
230057_at	hypothetical protein LOC285178	LOC285178	Hs.586683	chr2q35
230058_at	similar to serologically defined colon cancer antigen 3 /// serologically defined colon cancer antigen 3	LOC646891 /// SDCCAG3	Hs.94300	chr1q25.1 /// chr9q34.3
230059_at	Deformed epidermal autoregulatory factor 1 (Drosophila)	DEAF1	Hs.243994	chr11p15.5
230060_at	cell division cycle associated 7	CDCA7	Hs.470654	chr2q31
230061_at	Transmembrane 4 L six family member 18	TM4SF18	Hs.22026	chr3q25.1
230062_at	RIMS binding protein 3 /// RIMS binding protein 3B /// RIMS binding protein 3C	RIMBP3 /// RIMBP3B /// RIMBP3C	Hs.115429	chr22q11.21
230063_at	zinc finger protein 264	ZNF264	Hs.515634	chr19q13.4
230064_at	---	---	Hs.650577	---
230065_at	---	---	Hs.22305	---
230066_at	sorting nexin 25	SNX25	Hs.369091	chr4q35.1
230067_at	Family with sequence similarity 124A	FAM124A	Hs.71913	chr13q14.3
230068_s_at	Paternally expressed 3	PEG3	Hs.201776	chr19q13.4
230069_at	sideroflexin 1	SFXN1	Hs.369440	---
230070_at	cornichon homolog 2 (Drosophila)	CNIH2	Hs.437072	chr11q13.1
230071_at	septin 11	11-Sep	Hs.128199	chr4q21.1
230072_at	---	---	Hs.595154	---
230073_at	hypothetical protein LOC100131564	LOC100131564	Hs.714927	chr1p22.1
230074_s_at	---	---	Hs.499102	---
230075_at	"RAB39B, member RAS oncogene family"	RAB39B	Hs.632832	chrXq28
230076_at	PITPNM family member 3	PITPNM3	Hs.183983	chr17p13
230077_at	"succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 1"	SDHALP1	Hs.566872	chr3q29
230078_at	Rap guanine nucleotide exchange factor (GEF) 6	RAPGEF6	Hs.483329	chr5q31.1
230079_at	suppression of tumorigenicity 7 like	ST7L	Hs.201921	chr1p13.2
230080_at	Hypothetical protein LOC285943	LOC285943	Hs.714774	chr7p15.2
230081_at	"phosphatidylinositol-specific phospholipase C, X domain containing 3"	PLCXD3	Hs.145404	chr5p13.1
230082_at	hypothetical LOC100133660	LOC100133660	---	---
230083_at	ubiquitin specific peptidase 53	USP53	Hs.431081	chr4q26
230084_at	"solute carrier family 30 (zinc transporter), member 2"	SLC30A2	Hs.143545	chr1p35.3
230085_at	---	---	Hs.403937	---
230086_at	formin binding protein 1	FNBP1	Hs.189409	chr9q34
230087_at	proline rich membrane anchor 1	PRIMA1	Hs.432401	chr14q32.13
230088_at	---	---	Hs.380705 /// Hs.587607	---
230089_s_at	Chromosome 19 open reading frame 6	C19orf6	Hs.515003	chr19p13.3
230090_at	glial cell derived neurotrophic factor	GDNF	Hs.248114	chr5p13.1-p12
230091_at	---	---	Hs.657755	---
230092_at	UBX domain protein 10	UBXN10	Hs.432503	chr1p36.12
230093_at	radial spoke head 1 homolog (Chlamydomonas)	RSPH1	Hs.661069	chr21q22.3
230094_at	---	---	Hs.376443	---
230095_at	---	---	Hs.709605	---
230096_at	---	---	Hs.596130	---
230097_at	"Phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"	GART	Hs.473648	chr21q22.1|21q22.11
230098_at	PHD finger protein 20-like 1	PHF20L1	Hs.304362	chr8q24.22
230099_at	---	---	Hs.605074	---
230100_x_at	p21 protein (Cdc42/Rac)-activated kinase 1	PAK1	Hs.435714	chr11q13-q14
230101_at	Chemokine (C-X-C motif) ligand 2	CXCL2	Hs.590921	chr4q21
230102_at	Ets variant gene 5 (ets-related molecule)	ETV5	Hs.43697	chr3q28
230103_at	Chromosome 10 open reading frame 72	C10orf72	Hs.522928	chr10q11.22
230104_s_at	tubulin polymerization promoting protein	TPPP	Hs.481466	chr5p15.3
230105_at	homeobox B13	HOXB13	Hs.66731	chr17q21.2
230106_at	ZXD family zinc finger C	ZXDC	Hs.440049	chr3q21.2
230107_at	---	---	Hs.661478	---
230108_at	"excision repair cross-complementing rodent repair deficiency, complementation group 6"	ERCC6	---	chr10q11.23
230109_at	phosphodiesterase 7B	PDE7B	Hs.652367	chr6q23-q24
230110_at	mucolipin 2	MCOLN2	Hs.591446	chr1p22
230111_at	---	---	Hs.143374	---
230112_at	membrane-associated ring finger (C3HC4) 4	4-Mar	Hs.170388	chr2q35
230113_at	---	---	Hs.291319	---
230114_at	Homeobox B8	HOXB8	Hs.514292	chr17q21.3
230115_at	hypothetical protein DKFZp779M0652	DKFZp779M0652	Hs.632142	chr11p11.2
230116_at	Keratin 8 pseudogene 12	KRT8P12	Hs.595594	chr3q26.1
230117_at	V-set and transmembrane domain containing 2A	VSTM2A	Hs.335933	chr7p11.2
230118_at	---	---	Hs.600450	---
230119_at	---	---	Hs.380705	---
230120_s_at	plasminogen-like B2	PLGLB2	Hs.652169	chr2p11-q11
230121_at	chromosome 1 open reading frame 133	C1orf133	Hs.446946	chr1q32.2
230122_at	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10"	MLLT10	Hs.30385	chr10p12
230123_at	NECAP endocytosis associated 2	NECAP2	Hs.437385	chr1p36.13
230124_at	Transmembrane protein 30B	TMEM30B	Hs.146180	chr14q23.1
230125_at	"Glucuronidase, beta"	GUSB	Hs.255230	chr7q21.11
230126_s_at	Jumonji domain containing 2B	JMJD2B	Hs.654816	chr19p13.3
230127_at	---	---	Hs.232417	---
230128_at	Immunoglobulin lambda joining 3	IGL@	Hs.449585	chr22q11.1-q11.2
230129_at	phosphoseryl-tRNA kinase	PSTK	Hs.281004	chr10q26.13
230130_at	---	---	Hs.29802	---
230131_x_at	arylsulfatase D	ARSD	Hs.528631	chrXp22.3
230132_at	ATP5S-like	ATP5SL	Hs.351099	chr19q13.2
230133_at	ring finger and CCCH-type zinc finger domains 2	RC3H2	Hs.533499	chr9q34
230134_s_at	ring finger and CCCH-type zinc finger domains 2	RC3H2	Hs.533499	chr9q34
230135_at	---	---	Hs.49265	---
230136_at	hypothetical gene supported by BC024195	LOC400099	---	chr13q12.11
230137_at	transmembrane protein 155	TMEM155	Hs.27524	chr4q27
230138_at	Frequenin homolog (Drosophila)	FREQ	Hs.642946	chr9q34
230139_at	---	---	Hs.648437	---
230140_at	"Protein tyrosine phosphatase, non-receptor type 9"	PTPN9	Hs.445775	chr15q24.2
230141_at	AT rich interactive domain 4A (RBP1-like)	ARID4A	Hs.161000	chr14q23.1
230142_s_at	cold inducible RNA binding protein	CIRBP	Hs.634522	chr19p13.3
230143_at	ring finger protein 165	RNF165	Hs.501114	chr18q21.1
230144_at	"glutamate receptor, ionotrophic, AMPA 3"	GRIA3	Hs.377070	chrXq25-q26
230145_at	Dihydrouridine synthase 3-like (S. cerevisiae)	DUS3L	Hs.284297	chr19p13.3
230146_s_at	frequenin homolog (Drosophila)	FREQ	Hs.642946	chr9q34
230147_at	coagulation factor II (thrombin) receptor-like 2	F2RL2	Hs.42502	chr5q13
230148_at	"AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)"	AHSA2	Hs.655602	chr2p15
230149_at	---	---	Hs.594601	---
230150_at	B-cell receptor-associated protein 29	BCAP29	Hs.303787	chr7q22-q31
230151_at	chromosome 13 open reading frame 1	C13orf1	Hs.44235	chr13q14
230152_at	WD repeat domain 52	WDR52	Hs.584936	chr3q13.2
230153_at	NIMA (never in mitosis gene a)- related kinase 9	NEK9	Hs.7200	chr14q24.3
230154_at	---	---	Hs.658818	---
230155_x_at	Male-specific lethal-1 homolog	MSL-1	Hs.532786	chr17q21.1
