ID	Gene Symbol	Gene Title
98623_g_at	Igf2	insulin-like growth factor 2
98624_at	Rbm38	RNA binding motif protein 38
98625_s_at	Adh5 /// LOC635419	"alcohol dehydrogenase 5 (class III), chi polypeptide /// similar to alcohol dehydrogenase 5 (class III), chi polypeptide"
98626_at	Trappc2l	trafficking protein particle complex 2-like
98627_at	Igfbp2	insulin-like growth factor binding protein 2
98628_f_at	Hif1a	"hypoxia inducible factor 1, alpha subunit"
98629_f_at	Hif1a	"hypoxia inducible factor 1, alpha subunit"
98630_at	Nsdhl	NAD(P) dependent steroid dehydrogenase-like
98631_g_at	Nsdhl	NAD(P) dependent steroid dehydrogenase-like
98632_at	Ada	adenosine deaminase
98633_at	Tmem43	transmembrane protein 43
98635_at	Ube2z	ubiquitin-conjugating enzyme E2Z (putative)
98726_at	Pgr	progesterone receptor
98727_at	Gucy2e	guanylate cyclase 2e
98728_at	Tnfrsf8	"tumor necrosis factor receptor superfamily, member 8"
98729_at	Fnbp1	formin binding protein 1
98730_at	Fgf17	fibroblast growth factor 17
98731_at	Rab5b	"RAB5B, member RAS oncogene family"
98732_at	Elk4	"ELK4, member of ETS oncogene family"
98756_at	2810043O03Rik	RIKEN cDNA 2810043O03 gene
98758_at	Alox15	arachidonate 15-lipoxygenase
98759_f_at	Tuba1a /// Tuba1b /// Tuba1c	"tubulin, alpha 1A /// tubulin, alpha 1B /// tubulin, alpha 1C"
98760_at	Zfhx4	zinc finger homeodomain 4
98761_i_at	BC018101	cDNA sequence BC018101
98762_f_at	BC018101	cDNA sequence BC018101
98763_at		
98764_at	D0Kist2	"DNA segment, KIST 2"
98765_f_at	Igh /// LOC382653	immunoglobulin heavy chain complex /// immunoglobulin heavy chain variable region
98766_at	Sh3bp5	SH3-domain binding protein 5 (BTK-associated)
98767_at	Yy1	YY1 transcription factor
98768_at	Ptger2	prostaglandin E receptor 2 (subtype EP2)
98770_at	Cenpc1	centromere protein C1
98771_at	Ephb2	Eph receptor B2
98772_at	Cxcl5	chemokine (C-X-C motif) ligand 5
98773_s_at	Irg1	immunoresponsive gene 1
98774_at	Irg1	immunoresponsive gene 1
98775_at	Stk3	"serine/threonine kinase 3 (Ste20, yeast homolog)"
98776_at	Igh-6	immunoglobulin heavy chain 6 (heavy chain of IgM)
98777_at	Vipr1	vasoactive intestinal peptide receptor 1
98778_at	11-Sep	septin 11
98779_at	Olfr91	olfactory receptor 91
98780_at	Hoxb3	homeo box B3
98781_at	Grpr	gastrin releasing peptide receptor
98782_at	Cplx2	complexin 2
98783_at	Rbmy1a1	"RNA binding motif protein, Y chromosome, family 1, member A1"
98784_at	Gpr12	G-protein coupled receptor 12
98785_at		"Transcribed locus, weakly similar to XP_001148989.1  G protein-coupled receptor 3 [Pan troglodytes]"
98786_at	Gpr3	G-protein coupled receptor 3
98787_at	Kcnj11	"potassium inwardly rectifying channel, subfamily J, member 11"
98788_at	Pou1f1	"POU domain, class 1, transcription factor 1 (Pit1, growth hormone factor 1)"
98789_at	Cdkn2a	cyclin-dependent kinase inhibitor 2A
98790_s_at	Meis1	myeloid ecotropic viral integration site 1
98791_at	Rai1	retinoic acid induced 1
98792_at	AW011956	expressed sequence AW011956
98793_at	Gdf5	growth differentiation factor 5
98794_at	Srms	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites
98795_at	Thrb	thyroid hormone receptor beta
98796_at	Mip	major intrinsic protein of eye lens fiber
98797_at	Gast	gastrin
98798_at	Ncan	neurocan
98799_g_at	Ncan	neurocan
98800_at	Slc23a3	"solute carrier family 23 (nucleobase transporters), member 3"
98801_at	Klra2	"killer cell lectin-like receptor, subfamily A, member 2"
98802_at	Ereg	epiregulin
98803_at	Zfp354a	zinc finger protein 354A
98804_at	Hesx1	homeo box gene expressed in ES cells
98805_at	Tub	tubby candidate gene
98806_s_at	Tub	tubby candidate gene
98807_at	Gnat2	"guanine nucleotide binding protein, alpha transducing 2"
98808_at	Neurod2	neurogenic differentiation 2
98809_s_at	Nf1	neurofibromatosis 1
98810_at	Htr5b	5-hydroxytryptamine (serotonin) receptor 5B
98811_at	Ptgir	prostaglandin I receptor (IP)
98812_at	Cd40lg	CD40 ligand
98813_at	Rel	reticuloendotheliosis oncogene
98814_at	Csn1s2b	casein alpha s2-like B
98815_at	Evx1	even skipped homeotic gene 1 homolog
98816_s_at	Evx1	even skipped homeotic gene 1 homolog
98817_at	Fst	follistatin
98818_at	Nr3c1	"nuclear receptor subfamily 3, group C, member 1"
98819_at	Hoxd1	homeo box D1
98820_g_at	Hoxd1	homeo box D1
98821_at	Pdx1	pancreatic and duodenal homeobox 1
98822_at	Isg15	ISG15 ubiquitin-like modifier
98823_at	Kcnj2	"potassium inwardly-rectifying channel, subfamily J, member 2"
98824_at	Irs1	insulin receptor substrate 1
98825_at	Kcne1	"potassium voltage-gated channel, Isk-related subfamily, member 1"
98826_at	Fgf4	fibroblast growth factor 4
98827_i_at	Kif5c	kinesin family member 5C
98828_at	Itgam	integrin alpha M
98829_at	Kcnj12	"potassium inwardly-rectifying channel, subfamily J, member 12"
98830_at	Sbp	spermine binding protein
98831_at	Foxj1	forkhead box J1
98832_at	Tpo	thyroid peroxidase
98833_at	Mmp3	matrix metallopeptidase 3
98834_at	Itga2	integrin alpha 2
98835_at	Sema3a	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A"
98836_at	Pdcd1	programmed cell death 1
98837_at	Rln1	relaxin 1
98838_at	Pax9	paired box gene 9
98839_at	Six2	sine oculis-related homeobox 2 homolog (Drosophila)
98840_at	Bmx	BMX non-receptor tyrosine kinase
98841_at	Acvr2a	activin receptor IIA
98842_at	Svs5	seminal vesicle secretory protein 5
98843_at	Zic2	Zic finger protein of the cerebellum 2
98844_at	Zic2	Zic finger protein of the cerebellum 2
98845_at	Fgf5	fibroblast growth factor 5
98846_f_at	Psg17	pregnancy specific glycoprotein 17
98847_at	Sdc3	syndecan 3
98848_at	Sorbs3	sorbin and SH3 domain containing 3
98849_at	Tmem170	transmembrane protein 170
98850_at	Tll1	tolloid-like
98851_at	Msi1	Musashi homolog 1(Drosophila)
98852_at	Sall3	sal-like 3 (Drosophila)
98853_at	Pla2r1	phospholipase A2 receptor 1
98854_at	Atxn1	ataxin 1
98855_r_at	A930001N09Rik	RIKEN cDNA A930001N09 gene
98856_at	Ptgdr	prostaglandin D receptor
98857_at	Neurod6	neurogenic differentiation 6
98858_at	Gip	gastric inhibitory polypeptide
98859_at	Acp5	"acid phosphatase 5, tartrate resistant"
98860_at	Sts	steroid sulfatase
98861_at		
98862_at	Wnt10a	wingless related MMTV integration site 10a
98863_at	Grik2	"glutamate receptor, ionotropic, kainate 2 (beta 2)"
98864_s_at	Grik2	"glutamate receptor, ionotropic, kainate 2 (beta 2)"
98865_at	Has2	hyaluronan synthase 2
98866_at	Dlx6	distal-less homeobox 6
98867_at	Dlx6as	"distal-less homeobox 6, antisense"
98868_at	Bcl2	B-cell leukemia/lymphoma 2
98869_g_at	Bcl2	B-cell leukemia/lymphoma 2
98870_at	Bcl2	B-cell leukemia/lymphoma 2
98871_at	Gpr143	G protein-coupled receptor 143
98872_at	Ugt8a	UDP galactosyltransferase 8A
98873_at	Dlx4	distal-less homeobox 4
98874_at	Traf6	Tnf receptor-associated factor 6
98875_at	D2Ertd391e	"DNA segment, Chr 2, ERATO Doi 391, expressed"
98876_at	Mrpl11	mitochondrial ribosomal protein L11
98878_r_at	Aaas	"achalasia, adrenocortical insufficiency, alacrimia"
98880_at	D6Wsu116e	"DNA segment, Chr 6, Wayne State University 116, expressed"
98881_at	Hdhd2	haloacid dehalogenase-like hydrolase domain containing 2
98882_s_at	Ndel1	nuclear distribution gene E-like homolog 1 (A. nidulans)
98883_r_at	Ndel1	nuclear distribution gene E-like homolog 1 (A. nidulans)
98884_r_at	Ndel1	nuclear distribution gene E-like homolog 1 (A. nidulans)
98886_at	2810410M20Rik /// LOC675211	RIKEN cDNA 2810410M20 gene /// similar to AIP1
98887_at	Napa	N-ethylmaleimide sensitive fusion protein attachment protein alpha
98889_at	Aof2	amine oxidase (flavin containing) domain 2
98890_at	1700012G19Rik	RIKEN cDNA 1700012G19 gene
98891_at	1600012H06Rik	RIKEN cDNA 1600012H06 gene
98892_at	Lpin1	lipin 1
98893_at	Pbrm1	polybromo 1
98894_at	Pbrm1	polybromo 1
98896_at	5830457O10Rik	RIKEN cDNA 5830457O10 gene
98901_at	Fcf1 /// LOC633406	FCF1 small subunit (SSU) processome component homolog (S. cerevisiae) /// similar to Protein C14orf111 homolog
98902_at	Mrpl14	Mitochondrial ribosomal protein L14
98903_at	Mrpl14	Mitochondrial ribosomal protein L14
98904_at	Mrpl35	mitochondrial ribosomal protein L35
98905_at	7-Sep	septin 7
98906_at	Fbxo9	f-box protein 9
98908_at	Sppl3	signal peptide peptidase 3
98909_at	Lias	lipoic acid synthetase
98910_at	1110014K08Rik /// EG664786 /// EG664849 /// LOC672175	"RIKEN cDNA 1110014K08 gene /// predicted gene, EG664786 /// predicted gene, EG664849 /// hypothetical protein LOC672175"
98911_at	Jak1	Janus kinase 1
98912_at	Larp5	"La ribonucleoprotein domain family, member 5"
98914_at	Asf1a	ASF1 anti-silencing function 1 homolog A (S. cerevisiae)
98915_at	Rnf149	ring finger protein 149
98916_at	Ppp2r2a	"protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), alpha isoform"
98917_at	Hiatl1	hippocampus abundant transcript-like 1
98918_at	Txndc5	thioredoxin domain containing 5
98919_at	Tm2d2	TM2 domain containing 2
98920_g_at	Tm2d2	TM2 domain containing 2
98921_at	Tm2d2	TM2 domain containing 2
98922_at	Stt3a	"STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)"
98923_at	Rcl1	RNA terminal phosphate cyclase-like 1
98924_at	Art3	ADP-ribosyltransferase 3
98925_at	Vamp2	vesicle-associated membrane protein 2
98926_at	Vamp2	vesicle-associated membrane protein 2
98927_at	Rab6	"RAB6, member RAS oncogene family"
98928_at	Coro1b	"coronin, actin binding protein 1B"
98929_at	Mrps36	mitochondrial ribosomal protein S36
98930_at	Cope	"coatomer protein complex, subunit epsilon"
98931_at	Gns	glucosamine (N-acetyl)-6-sulfatase
98932_at	4833427B12Rik	RIKEN cDNA 4833427B12 gene
98933_at	Mark3	MAP/microtubule affinity-regulating kinase 3
98934_at	l7Rn6	"lethal, Chr 7, Rinchik 6"
98936_at	Sars	seryl-aminoacyl-tRNA synthetase
98937_at	Tbrg1	transforming growth factor beta regulated gene 1
98938_at	Rnaseh2c	"ribonuclease H2, subunit C"
98940_at	Dars	aspartyl-tRNA synthetase
98941_r_at	Prei4	preimplantation protein 4
98942_r_at	Prei4	preimplantation protein 4
98943_at	Rpa2	replication protein A2
98944_at	Sec23b	SEC23B (S. cerevisiae)
98945_at	Sh3glb1	SH3-domain GRB2-like B1 (endophilin)
98946_at	Wsb1	WD repeat and SOCS box-containing 1
98947_at	Brd3	bromodomain containing 3
98948_at	Gnl3	guanine nucleotide binding protein-like 3 (nucleolar)
98950_at	Rragc	Ras-related GTP binding C
98951_at	Tcf25	transcription factor 25 (basic helix-loop-helix)
98952_at	Tcf25	transcription factor 25 (basic helix-loop-helix)
98953_at	Eif1b	eukaryotic translation initiation factor 1B
98954_f_at	Oog1	oogenesin 1
98955_at	Stk25	serine/threonine kinase 25 (yeast)
98956_at	Tram1	translocating chain-associating membrane protein 1
98957_at	Jam3	junction adhesion molecule 3
98958_at	Eny2	enhancer of yellow 2 homolog (Drosophila)
98959_at	LOC619602 /// Memo1	mediator of cell motility 1 /// hypothetical LOC619602
98960_s_at	B3galnt1	"UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1"
98961_at	B3galnt1	"UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1"
98962_at	Lipc	"lipase, hepatic"
98963_at	Trpv2	"transient receptor potential cation channel, subfamily V, member 2"
98965_at	Mboat5	Membrane bound O-acyltransferase domain containing 5
98966_at	Dbt	dihydrolipoamide branched chain transacylase E2
98967_at	Fabp7	"fatty acid binding protein 7, brain"
98968_at	Myo5a	myosin Va
98969_at	Abcd1	"ATP-binding cassette, sub-family D (ALD), member 1"
98970_at	Ggps1	geranylgeranyl diphosphate synthase 1
98971_at	Rad54l	RAD54 like (S. cerevisiae)
98972_at	Usp8	ubiquitin specific peptidase 8
98973_at	Wdr43	WD repeat domain 43
98974_at	Ighv14-2	immunoglobulin heavy variable V14-2
98975_at	Nup93	nucleoporin 93
98976_at	Adamdec1	"ADAM-like, decysin 1"
98977_at	Tinf2	Terf1 (TRF1)-interacting nuclear factor 2
98979_at	Mnat1	menage a trois 1
98980_at	Cd37	CD37 antigen
98981_s_at	Tcf12	transcription factor 12
98982_at	Tmpo	thymopoietin
98983_at	P4ha2	"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide"
98984_f_at	Gpd2	"glycerol phosphate dehydrogenase 2, mitochondrial"
98987_at	Faf1	Fas-associated factor 1
98988_at	Nfkbiz	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta"
98989_at	Dhcr7	7-dehydrocholesterol reductase
98990_at	Bcar1	breast cancer anti-estrogen resistance 1
98991_at	Smarcad1	"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1`"
98992_at	Eppb9	endothelial precursor protein B9
98993_at	Ppp2r5c	"protein phosphatase 2, regulatory subunit B (B56), gamma isoform"
98994_at	Slc34a2	"solute carrier family 34 (sodium phosphate), member 2"
98995_at	E2f5	E2F transcription factor 5
98996_at	Plk4	polo-like kinase 4 (Drosophila)
98997_f_at	Krt35	keratin 35
98998_r_at	Krt35	keratin 35
98999_at	Adsl	adenylosuccinate lyase 1
99000_at	Mapk7	mitogen activated protein kinase 7
99001_at	Zfp292	zinc finger protein 292
99004_r_at	EG547109 /// EG666747 /// LOC236469	"similar to bloodthirsty /// predicted gene, EG547109 /// predicted gene, EG666747"
99005_at	Rad1	RAD1 homolog (S. pombe)
99006_at	2810040C05Rik	RIKEN cDNA 2810040C05 gene
99007_at	Flot2	flotillin 2
99009_at	Nnt	nicotinamide nucleotide transhydrogenase
99010_at	Islr	immunoglobulin superfamily containing leucine-rich repeat
99011_at	Galnt3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3
99012_at		
99013_f_at	Tmod3	tropomodulin 3
99014_at	Apbb1	"amyloid beta (A4) precursor protein-binding, family B, member 1"
99015_at	Pml	promyelocytic leukemia
99016_at		
99018_at	Bclaf1	BCL2-associated transcription factor 1
99019_at	Por	P450 (cytochrome) oxidoreductase
99020_at		
99021_at	Prrx1	paired related homeobox 1
99023_at	Pafah1b2	"platelet-activating factor acetylhydrolase, isoform 1b, alpha2 subunit"
99024_at	Mxd4	Max dimerization protein 4
99025_at	Ddx19a	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19a
99026_at	Bcl2l1	Bcl2-like 1
99027_at	Bcl2l1	Bcl2-like 1
99028_at	Rnf8	ring finger protein 8
99029_at	Pias1	protein inhibitor of activated STAT 1
99030_at	Il7r	interleukin 7 receptor
99031_at	Ankrd17	ankyrin repeat domain 17
99032_at	Rasd1	"RAS, dexamethasone-induced 1"
99033_at	Itpk1	"inositol 1,3,4-triphosphate 5/6 kinase"
99034_at	Irx3	Iroquois related homeobox 3 (Drosophila)
99035_at	Pcyt1a	"phosphate cytidylyltransferase 1, choline, alpha isoform"
99036_s_at	Map2k7	mitogen activated protein kinase kinase 7
99037_at	Map2k7	mitogen activated protein kinase kinase 7
99038_at	Adss	"adenylosuccinate synthetase, non muscle"
99039_g_at	Adss	"adenylosuccinate synthetase, non muscle"
99040_at	Slc6a4	"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4"
99041_at	Taf1b	"TATA box binding protein (Tbp)-associated factor, RNA polymerase I, B"
99042_s_at	Shox2	short stature homeobox 2
99043_s_at	Shox2	short stature homeobox 2
99044_at	Zfp358	zinc finger protein 358
99045_at	Eno2	"enolase 2, gamma neuronal"
99046_at	Mobp	myelin-associated oligodendrocytic basic protein
99047_at	Mobp	myelin-associated oligodendrocytic basic protein
99048_g_at	Mobp	myelin-associated oligodendrocytic basic protein
99049_at	Casp2	caspase 2
99050_at	Cav3	caveolin 3
99051_at	S100a4	S100 calcium binding protein A4
99052_at	Zeb1	zinc finger E-box binding homeobox 1
99053_at	Icam2	intercellular adhesion molecule 2
99054_at	Llgl1	lethal giant larvae homolog 1 (Drosophila)
99055_at	St6galnac2	"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
99056_at	Pcbd1	pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1
99057_at	Thy1	"thymus cell antigen 1, theta"
99058_at	Hmga2	high mobility group AT-hook 2
99059_at	Elf3	E74-like factor 3
99062_at	Pvrl3	poliovirus receptor-related 3
99063_at	Stx8	syntaxin 8
99064_at	Usp4	ubiquitin specific peptidase 4 (proto-oncogene)
99065_at	Csn3	casein kappa
99067_at	Gas6	growth arrest specific 6
99068_at	Anapc1	anaphase promoting complex subunit 1
99069_at	Ntrk2	"neurotrophic tyrosine kinase, receptor, type 2"
99070_at	Chuk	conserved helix-loop-helix ubiquitous kinase
99071_at	LOC671359 /// Mpeg1	macrophage expressed gene 1 /// similar to macrophage expressed gene 1
99073_at	Ccnf	cyclin F
99074_at	Vil1	villin 1
99076_at	Nr1d2	"nuclear receptor subfamily 1, group D, member 2"
99077_at	Thra	thyroid hormone receptor alpha
99078_at	Dohh	deoxyhypusine hydroxylase/monooxygenase
99080_at	Ccdc6	coiled-coil domain containing 6
99081_at	Serping1	"serine (or cysteine) peptidase inhibitor, clade G, member 1"
99082_at	Fkbp10	FK506 binding protein 10
99083_at	Cyp2c54	"cytochrome P450, family 2, subfamily c, polypeptide 54"
99084_s_at	Usp3	ubiquitin specific peptidase 3
99085_at	Usp3	ubiquitin specific peptidase 3
99086_g_at	Usp3	ubiquitin specific peptidase 3
99087_at	Zwint	ZW10 interactor
99089_at	Mal	"myelin and lymphocyte protein, T-cell differentiation protein"
99093_at	EG666274 /// EG668457 /// LOC621772 /// LOC636539 /// Rps10	"ribosomal protein S10 /// similar to ribosomal protein S10 /// predicted gene, EG666274 /// predicted gene, EG668457"
99094_at	Slc12a1	"solute carrier family 12, member 1"
99095_at	Max	Max protein
99096_at	Ddx24	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24
99097_at	Eif4e	eukaryotic translation initiation factor 4E
99098_at	Fdps	farnesyl diphosphate synthetase
99099_at	Stat3	signal transducer and activator of transcription 3
99100_at	Stat3	signal transducer and activator of transcription 3
99101_at	Eif3s7	"eukaryotic translation initiation factor 3, subunit 7 (zeta)"
99102_at	Usp9x	"ubiquitin specific peptidase 9, X chromosome"
99103_at	Irf3	interferon regulatory factor 3
99104_at	Adipoq	"adiponectin, C1Q and collagen domain containing"
99106_at	Cops6	"COP9 (constitutive photomorphogenic) homolog, subunit 6 (Arabidopsis thaliana)"
99107_at	Ghr	growth hormone receptor
99108_s_at	Ghr	growth hormone receptor
99109_at	Ier2	immediate early response 2
99111_at	Clpb	ClpB caseinolytic peptidase B homolog (E. coli)
99112_at	Slc25a10	"solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10"
99113_at	Cops3	"COP9 (constitutive photomorphogenic) homolog, subunit 3 (Arabidopsis thaliana)"
99114_r_at	Cox6b1 /// Etv2	"ets variant gene 2 /// cytochrome c oxidase, subunit VIb polypeptide 1"
99115_at	Uqcrh	ubiquinol-cytochrome c reductase hinge protein
99118_at	Prap1	proline-rich acidic protein 1
99119_at	Cfl1	"cofilin 1, non-muscle"
99120_f_at	Chd4	chromodomain helicase DNA binding protein 4
99121_at	Fxr1h	"fragile X mental retardation gene 1, autosomal homolog"
99123_s_at	Fxc1	fractured callus expressed transcript 1
99124_at	Fxc1	fractured callus expressed transcript 1
99126_at	Xist	inactive X specific transcripts
99127_at	Atxn10	ataxin 10
99128_at	Atp5o	"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"
99129_at	Tnfsf5ip1	"tumor necrosis factor superfamily, member 5-induced protein 1"
99130_at	Csn2	casein beta
99133_at	Slc3a2	"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2"
99134_at	Tcte3	t-complex-associated testis expressed 3
99135_at	Cdc37	cell division cycle 37 homolog (S. cerevisiae)
99136_at	Axl	AXL receptor tyrosine kinase
99138_at	Rcc1	regulator of chromosome condensation 1
99139_at	Vps26b	vacuolar protein sorting 26 homolog B (yeast)
99140_at	Mrpl16	mitochondrial ribosomal protein L16
99141_at	Gm2a	GM2 ganglioside activator protein
99142_at	Paqr7	progestin and adipoQ receptor family member VII
99143_at	Tgoln1	trans-golgi network protein
99144_s_at	Tgoln1	trans-golgi network protein
